entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,posted_at,credit_type,description,notes,payment_id,settlement_utr,order_id,order_receipt,method,card_network,card_issuer,card_type,dispute_id
pay_CdZyV6b2JD6sy3,payment,0,142124,142124,INR,0,0,false,true,2026-07-07 10:34:00,2026-07-09 11:00:00,setl_ByB7vlQwXqfAA9,2026-07-09 11:00:00,default,,,pay_CdZyV6b2JD6sy3,293763673r47,order_2026,RCPT-2026-2026,upi,,,,
pay_mKZpRsQXXJcHPe,payment,0,1050398,1075787,INR,21516,3873,false,true,2026-07-07 12:45:00,2026-07-09 11:00:00,setl_ByB7vlQwXqfAA9,2026-07-09 11:00:00,default,,,pay_mKZpRsQXXJcHPe,293763673r47,order_2030,RCPT-2026-2030,wallet,,,,
pay_9OHzlwUMVmI5BR,payment,0,1753208,1795584,INR,35912,6464,false,true,2026-07-07 16:52:00,2026-07-09 11:00:00,setl_ByB7vlQwXqfAA9,2026-07-09 11:00:00,default,,,pay_9OHzlwUMVmI5BR,293763673r47,order_2041,RCPT-2026-2041,card,Amex,AXIS,debit,
pay_LUieV0vWqaTZJO,payment,0,1006682,1031014,INR,20620,3712,false,true,2026-07-07 06:58:00,2026-07-09 11:00:00,setl_ByB7vlQwXqfAA9,2026-07-09 11:00:00,default,,,pay_LUieV0vWqaTZJO,293763673r47,order_2043,RCPT-2026-2043,card,MasterCard,KKBK,credit,
pay_SV2ceN59UAgN2B,payment,0,1555683,1593285,INR,31866,5736,false,true,2026-07-07 10:40:00,2026-07-09 11:00:00,setl_ByB7vlQwXqfAA9,2026-07-09 11:00:00,default,,,pay_SV2ceN59UAgN2B,293763673r47,order_2046,RCPT-2026-2046,netbanking,,,,
pay_JQUdLE4rXLvNMQ,payment,0,550421,563726,INR,11275,2030,false,true,2026-07-07 08:00:00,2026-07-09 11:00:00,setl_ByB7vlQwXqfAA9,2026-07-09 11:00:00,default,,,pay_JQUdLE4rXLvNMQ,293763673r47,order_2049,RCPT-2026-2049,wallet,,,,
pay_gSB3tjhMKSxLsF,payment,0,878950,899090,INR,17982,2158,false,true,2026-07-07 13:43:00,2026-07-09 11:00:00,setl_ByB7vlQwXqfAA9,2026-07-09 11:00:00,default,,,pay_gSB3tjhMKSxLsF,293763673r47,order_2057,RCPT-2026-2057,card,MasterCard,AXIS,credit,
pay_iUHUAKw9iEU1jj,payment,0,913956,936047,INR,18721,3370,false,true,2026-07-08 04:16:00,2026-07-10 14:00:00,setl_gusBSkBBT4MANX,2026-07-10 14:00:00,default,,,pay_iUHUAKw9iEU1jj,161587757c95,order_2005,RCPT-2026-2005,card,Visa,KKBK,credit,
pay_lC2eY1gOHafUoz,payment,0,363270,372050,INR,7441,1339,false,true,2026-07-08 04:27:00,2026-07-10 14:00:00,setl_gusBSkBBT4MANX,2026-07-10 14:00:00,default,,,pay_lC2eY1gOHafUoz,161587757c95,order_2011,RCPT-2026-2011,card,RuPay,ICICI,credit,
pay_U0rWEoBSou3ejx,payment,0,1349527,1382146,INR,27643,4976,false,true,2026-07-08 14:16:00,2026-07-10 14:00:00,setl_gusBSkBBT4MANX,2026-07-10 14:00:00,default,,,pay_U0rWEoBSou3ejx,161587757c95,order_2025,RCPT-2026-2025,netbanking,,,,
pay_7NZRBT7qYHDBTq,payment,0,772868,791549,INR,15831,2850,false,true,2026-07-08 03:27:00,2026-07-10 14:00:00,setl_gusBSkBBT4MANX,2026-07-10 14:00:00,default,,,pay_7NZRBT7qYHDBTq,161587757c95,order_2031,RCPT-2026-2031,card,RuPay,ICICI,debit,
pay_CLxb0lnXv2Rra6,payment,0,178748,183068,INR,3661,659,false,true,2026-07-08 07:48:00,2026-07-10 14:00:00,setl_gusBSkBBT4MANX,2026-07-10 14:00:00,default,,,pay_CLxb0lnXv2Rra6,161587757c95,order_2032,RCPT-2026-2032,netbanking,,,,
pay_He69s7QCs90gxw,payment,0,1665498,1665498,INR,0,0,false,true,2026-07-08 09:43:00,2026-07-10 14:00:00,setl_gusBSkBBT4MANX,2026-07-10 14:00:00,default,,,pay_He69s7QCs90gxw,161587757c95,order_2048,RCPT-2026-2048,upi,,,,
pay_IJQ2N9u8tBDNXK,payment,0,1401550,1435425,INR,28708,5167,false,true,2026-07-08 14:48:00,2026-07-10 14:00:00,setl_gusBSkBBT4MANX,2026-07-10 14:00:00,default,,,pay_IJQ2N9u8tBDNXK,161587757c95,order_2066,RCPT-2026-2066,card,RuPay,HDFC,debit,
pay_wrN8fKxJ7Tc4Jl,payment,0,591425,591425,INR,0,0,false,true,2026-07-08 01:03:00,2026-07-10 14:00:00,setl_gusBSkBBT4MANX,2026-07-10 14:00:00,default,,,pay_wrN8fKxJ7Tc4Jl,161587757c95,order_2067,RCPT-2026-2067,upi,,,,
pay_I4hiCGItUBY3A4,payment,0,424307,424307,INR,0,0,false,true,2026-07-09 14:03:00,2026-07-11 11:00:00,setl_zFUjb0QBhoOw6c,2026-07-11 11:00:00,default,,,pay_I4hiCGItUBY3A4,264752975v67,order_2024,RCPT-2026-2024,upi,,,,
pay_DSBbszpPwIv9Iv,payment,0,744960,766672,INR,18400,3312,false,true,2026-07-09 07:44:00,2026-07-11 11:00:00,setl_zFUjb0QBhoOw6c,2026-07-11 11:00:00,default,,,pay_DSBbszpPwIv9Iv,264752975v67,order_2033,RCPT-2026-2033,card,MasterCard,KKBK,debit,
pay_12BGCSzOjD8uQO,payment,0,92464,92464,INR,0,0,false,true,2026-07-09 18:21:00,2026-07-11 11:00:00,setl_zFUjb0QBhoOw6c,2026-07-11 11:00:00,default,,,pay_12BGCSzOjD8uQO,264752975v67,order_2045,RCPT-2026-2045,upi,,,,
pay_n1uj3a1iipkOba,payment,0,389995,399421,INR,7988,1438,false,true,2026-07-09 06:37:00,2026-07-11 11:00:00,setl_zFUjb0QBhoOw6c,2026-07-11 11:00:00,default,,,pay_n1uj3a1iipkOba,264752975v67,order_2055,RCPT-2026-2055,netbanking,,,,
pay_nBovCzfAPxj5eZ,payment,0,1274903,1305718,INR,26114,4701,false,true,2026-07-09 23:55:00,2026-07-11 11:00:00,setl_zFUjb0QBhoOw6c,2026-07-11 11:00:00,default,,,pay_nBovCzfAPxj5eZ,264752975v67,order_2058,RCPT-2026-2058,card,MasterCard,SBIN,credit,
pay_pDzfOvz1dOOdTX,payment,0,260095,266382,INR,5328,959,false,true,2026-07-10 18:30:00,2026-07-12 11:00:00,setl_xVJGyOphTExIqq,2026-07-12 11:00:00,default,,,pay_pDzfOvz1dOOdTX,579182105g88,order_2010,RCPT-2026-2010,card,MasterCard,KKBK,credit,
pay_5GdF0ee1z6JJcf,payment,0,129232,129232,INR,0,0,false,true,2026-07-10 15:32:00,2026-07-12 11:00:00,setl_xVJGyOphTExIqq,2026-07-12 11:00:00,default,,,pay_5GdF0ee1z6JJcf,579182105g88,order_2013,RCPT-2026-2013,upi,,,,
pay_nBbuQzkChMbyIb,payment,0,1365681,1365681,INR,0,0,false,true,2026-07-10 07:31:00,2026-07-12 11:00:00,setl_xVJGyOphTExIqq,2026-07-12 11:00:00,default,,,pay_nBbuQzkChMbyIb,579182105g88,order_2027,RCPT-2026-2027,upi,,,,
pay_Atpf7ZJ69PqcUD,payment,0,823854,823854,INR,0,0,false,true,2026-07-10 01:56:00,2026-07-12 11:00:00,setl_xVJGyOphTExIqq,2026-07-12 11:00:00,default,,,pay_Atpf7ZJ69PqcUD,579182105g88,order_2039,RCPT-2026-2039,upi,,,,
pay_Y8DztgjzEPyVcf,payment,0,347731,356136,INR,7123,1282,false,true,2026-07-10 13:40:00,2026-07-12 11:00:00,setl_xVJGyOphTExIqq,2026-07-12 11:00:00,default,,,pay_Y8DztgjzEPyVcf,579182105g88,order_2040,RCPT-2026-2040,netbanking,,,,
rfnd_xXYPZTQGOAwwln,refund,369468,0,369468,INR,0,0,false,true,2026-07-13 06:58:00,2026-07-12 11:00:00,setl_xVJGyOphTExIqq,2026-07-12 11:00:00,default,Refund against pay_LUieV0vWqaTZJO,,pay_LUieV0vWqaTZJO,579182105g88,order_2043,RCPT-2026-2043,card,,,,
rfnd_9jsWFHTGP2MLjl,refund,396755,0,396755,INR,0,0,false,true,2026-07-10 14:57:00,2026-07-12 11:00:00,setl_xVJGyOphTExIqq,2026-07-12 11:00:00,default,Refund against pay_GhnuKoneNo41eo,,pay_GhnuKoneNo41eo,579182105g88,order_2009,RCPT-2026-2009,card,,,,
rfnd_cwS8LUWoo7W4mQ,refund,64928,0,64928,INR,0,0,false,true,2026-07-16 15:32:00,2026-07-12 11:00:00,setl_xVJGyOphTExIqq,2026-07-12 11:00:00,default,Refund against pay_5GdF0ee1z6JJcf,,pay_5GdF0ee1z6JJcf,579182105g88,order_2013,RCPT-2026-2013,upi,,,,
disp_VWFzkmL2dDx5SF,adjustment,1781114,0,1706114,INR,75000,0,false,true,2026-07-11 18:27:00,2026-07-12 11:00:00,setl_xVJGyOphTExIqq,2026-07-12 11:00:00,default,Chargeback debit + handling fee for pay_JRzhbuXMZ5f0pK,,pay_JRzhbuXMZ5f0pK,579182105g88,order_2064,RCPT-2026-2064,card,,,,disp_VWFzkmL2dDx5SF
